label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.9422503389064618,0.9425101280212402,False
1,54,0.9851851851851852,0.9849052429199219,True
2,6285,0.9453301511535401,0.9456504583358765,False
3,1868,0.9779443254817987,0.9781418442726135,False
4,85,0.96,0.9568601846694946,False
5,432,0.9763888888888889,0.9756901860237122,False
6,252,0.9841269841269841,0.9847527146339417,False
7,67,0.8417910447761194,0.8420384526252747,True
8,1624,0.9779556650246305,0.9781405329704285,False
9,63,0.9619047619047619,0.9613959193229675,True
10,29400,0.967265306122449,0.9673777222633362,False
11,252,0.9666666666666667,0.9684026837348938,False
