neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,fallback_slot_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
mutual_knn_with_topk_fallback,5,4.953795433044434,1.0,0.8200443387031555,0.24420687556266785,0.3707641196013289,0.24529875814914703,0.15877355635166168,0.3707641065120697,0.48300936818122864,0.6292358803986711,0.867109634551495,5.0,31.0,17.0,50,0.6292358803986711,0.8897009966777408,0.8924514651298523,0.7818400859832764,Pollen,0,mutual_knn_neighbormix,1.0,1.0,3.9757255124285877,2.562228626012802,1.7130383610725404,6.779478418827057,0.8999998569488525,0.10000001639127731
