variant,dataset,n_runs,ari_mean,nmi_mean,acc_mean,rank_ari_mean,wins_vs_pca,ties_vs_pca,losses_vs_pca,delta_ari_vs_pca_mean,regret_vs_pca_mean,oracle_gap_mean,negative_transfer_rate,graph_activation_rate
neg_degree_shuffle_graph,Bach,3,-1.6281451563996775e-05,0.004628719293359094,0.3341959972394755,12.0,0,0,3,-0.761513032775052,0.761513032775052,0.8925066023514981,1.0,1.0
neg_degree_shuffle_graph,Baron,3,0.5480367963808365,0.6228802569872773,0.7072003734391411,7.666666666666667,0,0,3,-0.13438524028548532,0.13438524028548532,0.15433664110536088,1.0,1.0
neg_degree_shuffle_graph,Guo,3,0.4288527039162209,0.6318662530395242,0.6101181304571135,10.333333333333334,1,0,2,-0.14047265556539199,0.19218254691015546,0.3420328133880444,0.6666666666666666,1.0
neg_degree_shuffle_graph,Limb_Muscle,3,0.7133239725408901,0.729001849846835,0.8220346209601773,6.666666666666667,3,0,0,0.22161842000480933,0.0,0.19580179637436249,0.0,1.0
neg_degree_shuffle_graph,Macosko,3,0.004322114516245719,0.004166968269461626,0.6550987918824019,12.0,0,0,3,-0.6448866437958457,0.6448866437958457,0.8420375023228998,1.0,1.0
neg_degree_shuffle_graph,Melanoma_5K,3,0.05948124249639708,0.21616181639565946,0.30844227786394857,9.0,0,0,3,-0.24609711824614688,0.24609711824614688,0.43427559189433723,1.0,1.0
neg_degree_shuffle_graph,Pollen,3,0.3356014505095652,0.4756109592619197,0.522702104097453,8.333333333333334,3,0,0,0.2857242542205811,0.0,0.4657512963307635,0.0,1.0
neg_degree_shuffle_graph,Quake_10x_Spleen,3,0.0735407132304538,0.11505614171952412,0.7294109436069235,11.333333333333334,2,0,1,-0.037997571134948505,0.10996010275838534,0.7755759339168892,0.3333333333333333,1.0
neg_degree_shuffle_graph,Quake_Smart-seq2_Lung,3,0.5398062476998458,0.637800854548225,0.6243038981702466,6.666666666666667,3,0,0,0.19319558249800972,0.0,0.14685381272024126,0.0,1.0
neg_degree_shuffle_graph,Shekhar,3,0.2972522740209007,0.3701603551539195,0.5599950304385638,8.0,0,0,3,-0.487047072486684,0.487047072486684,0.5348531411066915,1.0,1.0
neg_degree_shuffle_graph,Tosches,3,0.03729839917221286,0.11497420568163057,0.37900057151021577,12.0,0,0,3,-0.5577670401342469,0.5577670401342469,0.6336933285902947,1.0,1.0
neg_degree_shuffle_graph,Wang,3,0.0025616592592171273,0.002333504321590234,0.7797737857618098,9.333333333333334,0,0,3,-0.8664180715463204,0.8664180715463204,0.9660942399472057,1.0,1.0
neg_degree_shuffle_graph,Young,3,0.31541314474636856,0.47881449611050164,0.5525652301377896,9.333333333333334,0,0,3,-0.1441191812546962,0.1441191812546962,0.24958237053249724,1.0,1.0
neg_degree_shuffle_graph,hrvatin,3,0.00025521012132270613,0.002088660719351602,0.2964543709167254,9.0,0,0,3,-0.8275224884868243,0.8275224884868243,0.8412143780633454,1.0,1.0
neg_degree_shuffle_graph,worm_neuron_cell,3,0.0161070623254459,0.15124735094298006,0.30920528746615705,10.666666666666666,0,0,3,-0.12401004253063681,0.12401004253063681,0.20003854646201336,1.0,1.0
neg_random_cell_graph,Bach,3,0.38641191662141566,0.4330149315607881,0.6072866344605475,10.333333333333334,0,0,3,-0.3750848347020724,0.3750848347020724,0.5060784042785185,1.0,1.0
neg_random_cell_graph,Baron,3,0.5845838105316448,0.6492112451746506,0.6765861438518691,9.333333333333334,0,0,3,-0.09783822613467703,0.09783822613467703,0.1177896269545526,1.0,1.0
neg_random_cell_graph,Guo,3,0.6183389791236967,0.6798936680707772,0.7056497175141243,7.666666666666667,2,0,1,0.04901361964208386,0.07267740545719588,0.15254653818056862,0.3333333333333333,1.0
neg_random_cell_graph,Limb_Muscle,3,0.675020445053757,0.7020687658543605,0.8088172593161082,7.666666666666667,2,0,1,0.18331489251767627,0.013023460757542757,0.23410532386149555,0.3333333333333333,1.0
neg_random_cell_graph,Macosko,3,0.053950864179442115,0.07527736249004939,0.6626048919835744,9.333333333333334,0,0,3,-0.5952578941326493,0.5952578941326493,0.7924087526597033,1.0,1.0
neg_random_cell_graph,Melanoma_5K,3,0.07224993574052213,0.257522911547311,0.34958268705221957,9.333333333333334,0,0,3,-0.23332842500202186,0.23332842500202186,0.4215068986502121,1.0,1.0
neg_random_cell_graph,Pollen,3,0.2660185668830253,0.4456936836279663,0.4507198228128461,10.0,3,0,0,0.21614137059404123,0.0,0.5353341799573034,0.0,1.0
neg_random_cell_graph,Quake_10x_Spleen,3,0.4988230291149151,0.3637704559917923,0.8077540480178671,7.0,3,0,0,0.38728474474951274,0.0,0.35029361803242787,0.0,1.0
neg_random_cell_graph,Quake_Smart-seq2_Lung,3,0.4278160465467818,0.5978009464353337,0.5586714399363565,8.666666666666666,2,0,1,0.08120538134494576,0.03641606415794777,0.2588440138733052,0.3333333333333333,1.0
neg_random_cell_graph,Shekhar,3,0.07446179023985437,0.15181422662947014,0.4432103366877873,10.0,0,0,3,-0.7098375562677303,0.7098375562677303,0.7576436248877377,1.0,1.0
neg_random_cell_graph,Tosches,3,0.49742872726706283,0.5426680627662935,0.6274110587226747,9.0,1,0,2,-0.09763671203939696,0.11424594881142568,0.1735630004954448,0.6666666666666666,1.0
neg_random_cell_graph,Wang,3,0.28480057796280434,0.24420863836617565,0.8414399271632175,9.0,0,0,3,-0.5841791528427333,0.5841791528427333,0.6838553212436184,1.0,1.0
neg_random_cell_graph,Young,3,0.2534314373893795,0.4804625176424124,0.49199648197009677,10.0,0,0,3,-0.2061008886116852,0.2061008886116852,0.31156407788948626,1.0,1.0
neg_random_cell_graph,hrvatin,3,-0.00048800296660231926,0.005000816220156342,0.29583281537037803,10.333333333333334,0,0,3,-0.8282657015747493,0.8282657015747493,0.8419575911512704,1.0,1.0
neg_random_cell_graph,worm_neuron_cell,3,0.01898442944757717,0.16083251914465457,0.29654403567447046,9.666666666666666,0,0,3,-0.12113267540850554,0.12113267540850554,0.19716117933988211,1.0,1.0
neg_shuffled_gene_cell_graph,Bach,3,0.13643933084396462,0.11946602146081452,0.4250488842880147,10.666666666666666,0,0,3,-0.6250574204795235,0.6250574204795235,0.7560509900559697,1.0,1.0
neg_shuffled_gene_cell_graph,Baron,3,0.17544749859584488,0.2173725879012791,0.42159723032637025,12.0,0,0,3,-0.5069745380704769,0.5069745380704769,0.5269259388903524,1.0,1.0
neg_shuffled_gene_cell_graph,Guo,3,0.194010083375408,0.3021097375250048,0.43620955315870574,12.0,0,0,3,-0.37531527610620485,0.37531527610620485,0.5768754339288573,1.0,1.0
