label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,512,0.89140625,0.8929157257080078,False
1,56,0.9,0.8986188173294067,True
2,967,0.878593588417787,0.878739595413208,False
3,1153,0.8848222029488292,0.888033390045166,False
4,62,0.9516129032258065,0.9518994092941284,True
5,120,0.9,0.8999373316764832,False
6,46,0.6956521739130435,0.69891357421875,True
7,1251,0.9787370103916867,0.9796786308288574,False
8,346,0.3878612716763006,0.3990635573863983,False
