label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.84713059195662,0.9414287805557251,False
1,54,0.8851851851851852,0.9858298897743225,True
2,6285,0.8471280827366746,0.9443354606628418,False
3,1868,0.8834047109207709,0.9773233532905579,False
4,85,0.8870588235294118,0.9543706774711609,False
5,432,0.8851851851851852,0.9748435020446777,False
6,252,0.888095238095238,0.9835229516029358,False
7,67,0.7671641791044777,0.8399055600166321,True
8,1624,0.8766009852216748,0.9777389168739319,False
9,63,0.8571428571428571,0.9596878886222839,True
10,29400,0.8708571428571429,0.9659268856048584,False
11,252,0.8746031746031746,0.9666483998298645,False
